world_timestamp,world_index,gaze_timestamp,x_norm,y_norm,x_scaled,y_scaled,on_surf,confidence,target,RT,MT,event
1588696486.8599606,910,1588696486.8235126,0.4113888144493103,0.6152353286743164,0.4113888144493103,0.6152353286743164,True,0.9995399090687034,210.0,0.5298476799999821,0.0762067140000084,6
1588696486.8599606,910,1588696486.8485115,0.41104885935783386,0.6172246336936951,0.41104885935783386,0.6172246336936951,True,0.9995722832609228,210.0,0.5298476799999821,0.0762067140000084,6
1588696486.8599606,910,1588696486.8651776,0.4114602506160736,0.6163316369056702,0.4114602506160736,0.6163316369056702,True,0.9996254186911232,210.0,0.5298476799999821,0.0762067140000084,6
1588696486.8599606,910,1588696486.8735106,0.41184547543525696,0.617125928401947,0.41184547543525696,0.617125928401947,True,0.9996048135918806,210.0,0.5298476799999821,0.0762067140000084,6
1588696486.8599606,910,1588696486.8901765,0.4116025567054749,0.617382824420929,0.4116025567054749,0.617382824420929,True,0.9996101446038429,210.0,0.5298476799999821,0.0762067140000084,6
1588696486.8599606,910,1588696486.8985095,0.4125220775604248,0.6156579852104187,0.4125220775604248,0.6156579852104187,True,0.9994943377682568,210.0,0.5298476799999821,0.0762067140000084,6
1588696486.8599606,910,1588696486.9068425,0.4119536280632019,0.6146197915077211,0.4119536280632019,0.6146197915077211,True,0.9995324827136828,210.0,0.5298476799999821,0.0762067140000084,6
1588696486.8599606,910,1588696486.9235086,0.4119187593460083,0.6161612868309021,0.4119187593460083,0.6161612868309021,True,0.9995573138124104,210.0,0.5298476799999821,0.0762067140000084,6
1588696486.8599606,910,1588696486.9401743,0.4119840562343597,0.6168278455734253,0.4119840562343597,0.6168278455734253,True,0.9996108357514251,210.0,0.5298476799999821,0.0762067140000084,6
1588696486.8599606,910,1588696486.9485064,0.412801206111908,0.6152916550636292,0.412801206111908,0.6152916550636292,True,0.9996888912182306,210.0,0.5298476799999821,0.0762067140000084,6
1588696486.8599606,910,1588696486.9651725,0.4116695821285248,0.6152853965759277,0.4116695821285248,0.6152853965759277,True,0.9994958828344443,210.0,0.5298476799999821,0.0762067140000084,6
1588696487.0945337,911,1588696486.9901714,0.4139292240142822,0.6155621409416199,0.4139292240142822,0.6155621409416199,True,0.999504790132832,210.0,0.5298476799999821,0.0762067140000084,6
1588696487.0945337,911,1588696486.9985044,0.4137752056121826,0.6121839880943298,0.4137752056121826,0.6121839880943298,True,0.9994901242803944,210.0,0.5298476799999821,0.0762067140000084,6
1588696487.0945337,911,1588696487.0401695,0.4136471450328827,0.6150832772254944,0.4136471450328827,0.6150832772254944,True,0.9995150415753812,210.0,0.5298476799999821,0.0762067140000084,6
1588696487.0945337,911,1588696487.0818346,0.4131534993648529,0.6176411509513855,0.4131534993648529,0.6176411509513855,True,0.9994795756561184,210.0,0.5298476799999821,0.0762067140000084,6
1588696487.0945337,911,1588696487.0901673,0.4120483100414276,0.6160239577293396,0.4120483100414276,0.6160239577293396,True,0.9995104450396524,210.0,0.5298476799999821,0.0762067140000084,6
1588696487.0945337,911,1588696487.0985005,0.412093847990036,0.6178300976753235,0.412093847990036,0.6178300976753235,True,0.9993435044473464,210.0,0.5298476799999821,0.0762067140000084,6
1588696487.0945337,911,1588696487.1234984,0.4116048216819763,0.6175885200500488,0.4116048216819763,0.6175885200500488,True,0.9995402970450676,210.0,0.5298476799999821,0.0762067140000084,6
1588696487.0945337,911,1588696487.1401644,0.4112637639045715,0.6189843416213989,0.4112637639045715,0.6189843416213989,True,0.9994936930122968,210.0,0.5298476799999821,0.0762067140000084,6
1588696487.2285745,912,1588696487.1651633,0.4081390202045441,0.6189669966697693,0.4081390202045441,0.6189669966697693,True,0.9994584173769532,210.0,0.5298476799999821,0.0762067140000084,6
1588696487.2285745,912,1588696487.1818295,0.4085246920585632,0.6178916692733765,0.4085246920585632,0.6178916692733765,True,0.9994711128106388,210.0,0.5298476799999821,0.0762067140000084,6
1588696487.2285745,912,1588696487.1901624,0.4093974232673645,0.6194321513175964,0.4093974232673645,0.6194321513175964,True,0.9993319622756588,210.0,0.5298476799999821,0.0762067140000084,6
1588696487.2285745,912,1588696487.2068286,0.4107331037521362,0.6170514822006226,0.4107331037521362,0.6170514822006226,True,0.9995016095401208,210.0,0.5298476799999821,0.0762067140000084,6
1588696487.2285745,912,1588696487.2151613,0.4109160006046295,0.6176277995109558,0.4109160006046295,0.6176277995109558,True,0.9994065301837016,210.0,0.5298476799999821,0.0762067140000084,6
1588696487.2285745,912,1588696487.2318275,0.4105251431465149,0.6173335909843445,0.4105251431465149,0.6173335909843445,True,0.999400256589137,210.0,0.5298476799999821,0.0762067140000084,6
1588696487.2285745,912,1588696487.2401605,0.4109145998954773,0.6186930537223816,0.4109145998954773,0.6186930537223816,True,0.9993272470636456,210.0,0.5298476799999821,0.0762067140000084,6
1588696487.2285745,912,1588696487.2568266,0.4111010730266571,0.6191272139549255,0.4111010730266571,0.6191272139549255,True,0.999365750769652,210.0,0.5298476799999821,0.0762067140000084,6
1588696487.2285745,912,1588696487.2651596,0.41103753447532654,0.6184312701225281,0.41103753447532654,0.6184312701225281,True,0.9993968670637462,210.0,0.5298476799999821,0.0762067140000084,6
1588696487.2285745,912,1588696487.2818244,0.4111021459102631,0.6174690127372742,0.4111021459102631,0.6174690127372742,True,0.9993322591319936,210.0,0.5298476799999821,0.0762067140000084,6
1588696501.2359226,988,1588696501.1645193,0.6100292801856995,0.6605092883110046,0.6100292801856995,0.6605092883110046,True,0.9992464281760732,60.0,0.365804909000019,1.14351589199998,9
