"TN","Hand_angle","Eye_angle","Avg_hand","Avg_eye","RT","Eye_time","Day"
37,-5.57966517930422,13.1074822782305,-68.0167460189653,-28.6730498112975,0.506375263999985,0.502655506134033,3
38,-47.8165522467701,-14.9095158911684,NA,NA,0.47070914799999,0.368613958358765,3
39,-85.9881401369443,-51.7458515779273,NA,NA,0.61584328899999,0.536166906356812,3
40,-79.181894314859,-18.9382730595419,NA,NA,0.447787395000006,0.435635089874268,3
41,-90.6214382690913,-38.1203536873481,NA,NA,0.558898395,0.502655982971191,3
42,-67.0950982232072,-44.0523673972262,NA,NA,0.588246582000053,0.536167144775391,3
43,-90.6543118725782,-81.5003181765538,NA,NA,0.535034462999974,0.402125120162964,3
44,-44.7673190885813,-46.1660272542691,NA,NA,0.69531496599997,0.636698007583618,3
45,-70.7540130478668,35.829557777445,NA,NA,0.486496982000034,0.335103750228882,3
46,-92.7379093059806,-74.9286980873053,NA,NA,0.548868007999971,0.469144821166992,3
47,-96.380647461227,-88.6752787139013,NA,NA,0.703638196999961,0.603187084197998,3
48,-44.6239630811738,66.023046053996,NA,NA,0.488629371000016,0.435635328292847,3
49,-92.9806678993281,-110.97972677028,-80.7608965007424,-57.0943200072096,0.557907046000011,0.368614673614502,3
50,-90.4434590788381,-136.178887813187,NA,NA,0.511578434,0.368613958358765,3
51,-58.1167389795936,-0.0205211610261244,NA,NA,0.657651735000002,0.603186845779419,3
52,-99.5003572244839,-85.8086378004066,NA,NA,0.649555834999958,0.502655744552612,3
53,-64.9793691227683,-1.93406680979959,NA,NA,0.75296972000001,0.603186845779419,3
54,-87.9581848548611,-70.9370241169796,NA,NA,0.579969694999988,0.536165952682495,3
55,-77.9819722399924,65.9301239040418,NA,NA,0.682450868000004,0.603187084197998,3
56,-68.1157288017819,-97.7487755158584,NA,NA,0.605951388000022,0.335103988647461,3
57,-95.6522265895547,-91.1329312187223,NA,NA,0.45180784300004,0.402125120162964,3
58,-92.8092660403133,-84.3354131227411,NA,NA,0.496709500999998,0.368614912033081,3
59,-71.6160479909022,-32.8491320012301,NA,NA,0.581482587999858,0.469144821166992,3
60,-68.9767391864912,-39.136847660327,NA,NA,0.493063885999987,0.368614912033081,3
61,-93.307480802567,-55.1936233064729,-81.8629946104449,-24.0913432314991,0.535395886999964,0.301594257354736,3
62,-66.3781837723876,-38.043944252673,NA,NA,0.499761847000002,0.435635805130005,3
63,-81.9152282519663,114.944756875929,NA,NA,0.60855253400004,0.603187084197998,3
64,-99.7564348240523,-88.8550194314994,NA,NA,0.552767869999968,0.33510422706604,3
65,-88.4611809669673,-12.8181156885685,NA,NA,0.536825429000089,0.502655744552612,3
66,-70.9775334775224,-53.0113234853235,NA,NA,0.604607040999952,0.603187084197998,3
67,-78.273163875777,-114.921071041613,NA,NA,0.532653678999992,0.435635089874268,3
68,-92.0176786381058,49.4521567994263,NA,NA,0.467473569999981,0.201061725616455,3
69,-63.8332414261621,-69.4916814139993,NA,NA,0.608070655000063,0.469146013259888,3
70,-93.7517994244142,-97.0861231364444,NA,NA,0.62889995599997,0.60318660736084,3
71,-65.8379782031806,63.00905798493,NA,NA,0.509034196000016,0,3
72,-87.8460316622367,12.9188113183189,NA,NA,0.461546590000012,0.36861515045166,3
73,-52.5264178170314,-42.573662400505,-76.5899529872437,-11.218830092584,0.58508024199989,0,3
74,-64.426376835312,-61.3412184153034,NA,NA,0.687007705999889,0.636697769165039,3
75,-102.578735787403,32.7956247596424,NA,NA,0.489974885000095,0,3
76,-71.0125436289782,115.992736770443,NA,NA,0.658169361999938,0.368613958358765,3
77,-72.4824276078186,-159.740531664848,NA,NA,0.57041172800001,0,3
78,-87.129110543268,-65.2404513948759,NA,NA,0.620925113999988,0.402124881744385,3
79,-53.3548061571912,95.8345512929717,NA,NA,0.45118750200001,0,3
80,-77.8025224239693,0,NA,NA,0.631990608999956,0,3
81,-79.2067961594838,-35.7818765008874,NA,NA,0.591574481999999,0.402125120162964,3
82,-68.501684053936,0,NA,NA,0.482769014999803,0,3
83,-88.2631967123052,0,NA,NA,0.455359670999826,0,3
84,-101.794818120228,-14.571133557646,NA,NA,0.619014422000021,0.569677114486694,3
85,-97.1584607653539,-12.8680086579118,-76.7020051513036,-31.2511763146407,0.511237169999902,0,3
86,-100.957795891769,-64.3321270014652,NA,NA,0.58568106000007,0.435635328292847,3
87,-53.8787375315662,67.1873903898264,NA,NA,0.568597985000054,0.402125120162964,3
88,-103.348876563799,-16.6153812584257,NA,NA,0.512926332999939,0.402124881744385,3
89,-82.8761169713645,-71.4754615625748,NA,NA,0.504498267999963,0.335103988647461,3
90,-95.0355390868624,-39.0766791614696,NA,NA,0.437343951999878,0.435634851455688,3
91,-40.1908899836196,-37.128233482019,NA,NA,0.584613638999997,0.569676876068115,3
92,-61.4069087593414,-43.2600451847486,NA,NA,0.592258948999984,0.502655982971191,3
93,-92.2645063484606,-31.4817576233218,NA,NA,0.60073507300001,0.402125120162964,3
94,-61.1402183709895,7.41727175372156,NA,NA,0.518642545999967,0.435635089874268,3
95,-74.7338146251036,-81.8945850035025,NA,NA,0.587427331999834,0.268082857131958,3
96,-57.4321969174133,-51.4864989837969,NA,NA,0.589773693000041,0.536165714263916,3
97,-57.7127107416402,-14.6195320009372,-77.5302576434862,-16.1401187885759,0.766953677000011,0,3
98,-92.7712687163732,0,NA,NA,0.456297433999993,0,3
99,-74.2930894111709,0,NA,NA,0.547267767000008,0,3
100,-53.7670694640957,5.52396384501087,NA,NA,0.474493662,0,3
101,-85.8789681122291,0,NA,NA,0.527045601000012,0,3
102,-74.5054771852691,-13.4599072896518,NA,NA,0.56280639500001,0,3
103,-101.812409548515,0,NA,NA,0.454036634000005,0,3
104,-106.008751130098,-78.3049776998348,NA,NA,0.546748819000058,0,3
105,-51.6429154896219,-66.5718426586701,NA,NA,0.593583475000017,0,3
106,-69.8799243596851,0,NA,NA,0.492154163000023,0,3
107,-57.0655914343522,0,NA,NA,0.524056958000031,0,3
108,-105.024916128784,-26.2491296588279,NA,NA,0.502962401999994,0,3
109,-85.5191571208402,0,-74.7596082612714,-47.7851846300981,0.547161317000018,0,3
110,-63.5895072517924,-80.5892838203124,NA,NA,0.583981363000007,0.402124881744385,3
111,-87.534532042588,-48.0135717922899,NA,NA,0.419004401999956,0.16755199432373,3
112,-53.8639830776949,-79.1037209742974,NA,NA,0.601151383000001,0.536165475845337,3
113,-110.984620947072,-124.576250491676,NA,NA,0.660659315999993,0.569677352905273,3
114,-53.7267283261341,-18.4342677692764,NA,NA,0.481000718000018,0.469144821166992,3
