world_timestamp,world_index,fixation_id,start_timestamp,duration,dispersion,norm_pos_x,norm_pos_y,x_scaled,y_scaled,on_surf,target,RT,MT,event
1588226524.0843306,1113,268,1588226523.8416767,216.65620803833008,0.3294703361771247,0.6482999920845032,0.3710883855819702,0.6482999920845032,0.3710883855819702,True,330.0,0.47278094600000004,0.0668808309999918,5
1588226524.0843306,1113,269,1588226524.0749989,124.99499320983887,0.2844034412886209,0.6525426506996155,0.3710929155349731,0.6525426506996155,0.3710929155349731,True,330.0,0.47278094600000004,0.0668808309999918,5
1588226524.1513507,1114,269,1588226524.0749989,124.99499320983887,0.2844034412886209,0.6523637175559998,0.3726766407489777,0.6523637175559998,0.3726766407489777,True,330.0,0.47278094600000004,0.0668808309999918,5
1588226525.6258087,1126,275,1588226525.4832678,183.32505226135254,0.4237263441218249,0.5695571899414062,0.6315428614616394,0.5695571899414062,0.6315428614616394,True,270.0,0.43915905599997995,0.0788274939999809,6
1588226525.6258087,1126,276,1588226525.6915915,216.65620803833008,0.6014979011188946,0.5712116956710815,0.5387773513793945,0.5712116956710815,0.5387773513793945,True,270.0,0.43915905599997995,0.0788274939999809,6
1588226525.7598507,1127,276,1588226525.6915915,216.65620803833008,0.6014979011188946,0.5721439123153687,0.5385603308677673,0.5721439123153687,0.5385603308677673,True,270.0,0.43915905599997995,0.0788274939999809,6
1588226525.8603818,1128,276,1588226525.6915915,216.65620803833008,0.6014979011188946,0.5722512602806091,0.5380598306655884,0.5722512602806091,0.5380598306655884,True,270.0,0.43915905599997995,0.0788274939999809,6
1588226526.0279338,1129,277,1588226526.0082438,91.66193008422852,0.13994648765714782,0.4952397048473358,0.3017478585243225,0.4952397048473358,0.3017478585243225,True,270.0,0.43915905599997995,0.0788274939999809,6
1588226527.5359018,1137,278,1588226527.5748382,216.65692329406738,0.4733731835436398,0.5042845606803894,0.2326653003692627,0.5042845606803894,0.2326653003692627,True,270.0,0.43915905599997995,0.0788274939999809,6
1588226527.6364331,1138,278,1588226527.5748382,216.65692329406738,0.4733731835436398,0.5046726465225221,0.2347913980484009,0.5046726465225221,0.2347913980484009,True,270.0,0.43915905599997995,0.0788274939999809,6
1588226527.8039849,1139,278,1588226527.5748382,216.65692329406738,0.4733731835436398,0.5048186182975769,0.23777125775814054,0.5048186182975769,0.23777125775814054,True,270.0,0.43915905599997995,0.0788274939999809,6
1588226527.8039849,1139,279,1588226527.7998278,216.65692329406738,0.2319819495465213,0.5019771456718445,0.2258059233427048,0.5019771456718445,0.2258059233427048,True,270.0,0.43915905599997995,0.0788274939999809,6
1588226528.0385578,1140,279,1588226527.7998278,216.65692329406738,0.2319819495465213,0.5025870800018309,0.22798952460289,0.5025870800018309,0.22798952460289,True,270.0,0.43915905599997995,0.0788274939999809,6
1588226528.0385578,1140,280,1588226528.024818,208.32300186157227,0.8417425524371981,0.5060581564903259,0.2281184941530228,0.5060581564903259,0.2281184941530228,True,270.0,0.43915905599997995,0.0788274939999809,6
1588226528.2396195,1141,280,1588226528.024818,208.32300186157227,0.8417425524371981,0.5063877105712891,0.2296871244907379,0.5063877105712891,0.2296871244907379,True,270.0,0.43915905599997995,0.0788274939999809,6
1588226528.2396195,1141,281,1588226528.2498071,91.66288375854492,0.1965503959386531,0.5595024824142456,0.2349420189857483,0.5595024824142456,0.2349420189857483,True,270.0,0.43915905599997995,0.0788274939999809,6
1588226528.3401508,1142,281,1588226528.2498071,91.66288375854492,0.1965503959386531,0.5598114132881165,0.23495198786258695,0.5598114132881165,0.23495198786258695,True,270.0,0.43915905599997995,0.0788274939999809,6
1588226528.3401508,1142,282,1588226528.3498027,216.65620803833008,0.983718376157908,0.5176190137863159,0.21401329338550568,0.5176190137863159,0.21401329338550568,True,270.0,0.43915905599997995,0.0788274939999809,6
1588226528.5077028,1143,282,1588226528.3498027,216.65620803833008,0.983718376157908,0.5169169306755066,0.2157103419303894,0.5169169306755066,0.2157103419303894,True,270.0,0.43915905599997995,0.0788274939999809,6
1588226528.608235,1144,282,1588226528.3498027,216.65620803833008,0.983718376157908,0.5164312720298767,0.21786075830459595,0.5164312720298767,0.21786075830459595,True,270.0,0.43915905599997995,0.0788274939999809,6
1588226528.608235,1144,283,1588226528.574792,91.66288375854492,0.7223614561117772,0.5183911919593811,0.21994437277317047,0.5183911919593811,0.21994437277317047,True,270.0,0.43915905599997995,0.0788274939999809,6
1588226528.7087655,1145,283,1588226528.574792,91.66288375854492,0.7223614561117772,0.5189892649650574,0.22000768780708316,0.5189892649650574,0.22000768780708316,True,270.0,0.43915905599997995,0.0788274939999809,6
1588226530.250244,1155,288,1588226530.2830467,208.32419395446775,0.2664771697529741,0.4977689683437347,0.5195669531822205,0.4977689683437347,0.5195669531822205,True,180.0,0.457280862000005,0.0618693690000072,7
1588226530.384286,1156,288,1588226530.2830467,208.32419395446775,0.2664771697529741,0.497456282377243,0.5226095914840698,0.497456282377243,0.5226095914840698,True,180.0,0.457280862000005,0.0618693690000072,7
1588226530.4513068,1157,288,1588226530.2830467,208.32419395446775,0.2664771697529741,0.497609406709671,0.5241919159889221,0.497609406709671,0.5241919159889221,True,180.0,0.457280862000005,0.0618693690000072,7
1588226530.7529,1160,289,1588226530.766358,216.65692329406738,0.15707503295470682,0.5658522248268127,0.7018513679504395,0.5658522248268127,0.7018513679504395,True,180.0,0.457280862000005,0.0618693690000072,7
1588226530.886942,1161,289,1588226530.766358,216.65692329406738,0.15707503295470682,0.5661192536354065,0.7013739943504333,0.5661192536354065,0.7013739943504333,True,180.0,0.457280862000005,0.0618693690000072,7
1588226531.0209827,1162,289,1588226530.766358,216.65692329406738,0.15707503295470682,0.5660236477851868,0.7017018795013428,0.5660236477851868,0.7017018795013428,True,180.0,0.457280862000005,0.0618693690000072,7
1588226531.0209827,1162,290,1588226530.9913476,208.32300186157227,0.20079172849354135,0.5675946474075317,0.6999237537384033,0.5675946474075317,0.6999237537384033,True,180.0,0.457280862000005,0.0618693690000072,7
1588226531.1215148,1163,290,1588226530.9913476,208.32300186157227,0.20079172849354135,0.5651375651359558,0.7019899487495422,0.5651375651359558,0.7019899487495422,True,180.0,0.457280862000005,0.0618693690000072,7
1588226531.255556,1164,290,1588226530.9913476,208.32300186157227,0.20079172849354135,0.5651296377182007,0.7055389881134033,0.5651296377182007,0.7055389881134033,True,180.0,0.457280862000005,0.0618693690000072,7
1588226531.255556,1164,291,1588226531.2163367,199.99098777771,0.1887871715187477,0.5660207271575928,0.6983769536018372,0.5660207271575928,0.6983769536018372,True,180.0,0.457280862000005,0.0618693690000072,7
1588226531.3560867,1165,291,1588226531.2163367,199.99098777771,0.1887871715187477,0.5664947032928467,0.6996289491653442,0.5664947032928467,0.6996289491653442,True,180.0,0.457280862000005,0.0618693690000072,7
1588226531.4901288,1166,292,1588226531.4413269,99.99489784240723,0.10986623031661036,0.5668538212776184,0.695521354675293,0.5668538212776184,0.695521354675293,True,180.0,0.457280862000005,0.0618693690000072,7
1588226531.5906599,1167,292,1588226531.4413269,99.99489784240723,0.10986623031661036,0.5669456124305725,0.695084273815155,0.5669456124305725,0.695084273815155,True,180.0,0.457280862000005,0.0618693690000072,7
1588226531.724702,1169,293,1588226531.6996489,83.32896232604979,0.05279553702547225,0.3346777856349945,0.6331306099891663,0.3346777856349945,0.6331306099891663,True,180.0,0.457280862000005,0.0618693690000072,7
1588226531.7917228,1170,293,1588226531.6996489,83.32896232604979,0.05279553702547225,0.3351175487041473,0.6337307691574097,0.3351175487041473,0.6337307691574097,True,180.0,0.457280862000005,0.0618693690000072,7
1588226531.9592748,1172,294,1588226531.9329708,166.65911674499512,0.14284154098323953,0.3378601670265198,0.6343086361885071,0.3378601670265198,0.6343086361885071,True,180.0,0.457280862000005,0.0618693690000072,7
1588226532.1268268,1173,294,1588226531.9329708,166.65911674499512,0.14284154098323953,0.33832117915153503,0.6372434496879578,0.33832117915153503,0.6372434496879578,True,180.0,0.457280862000005,0.0618693690000072,7
1588226532.227358,1174,295,1588226532.1912928,133.32700729370114,0.14897400574695013,0.3395002484321594,0.6344475150108337,0.3395002484321594,0.6344475150108337,True,180.0,0.457280862000005,0.0618693690000072,7
1588226532.2943788,1175,295,1588226532.1912928,133.32700729370114,0.14897400574695013,0.3395760953426361,0.6338970065116882,0.3395760953426361,0.6338970065116882,True,180.0,0.457280862000005,0.0618693690000072,7
1588226533.500753,1186,296,1588226533.5162318,216.65596961975098,0.2992210588056067,0.4690585434436798,0.6682035326957703,0.4690585434436798,0.6682035326957703,True,180.0,0.457280862000005,0.0618693690000072,7
1588226534.7406378,1194,301,1588226534.7328415,216.65716171264648,0.3008011219040476,0.5333645343780518,0.6347715258598328,0.5333645343780518,0.6347715258598328,True,30.0,0.451564879999992,0.099518952000011,8
1588226534.9081898,1195,301,1588226534.7328415,216.65716171264648,0.3008011219040476,0.5342744588851929,0.6373764872550964,0.5342744588851929,0.6373764872550964,True,30.0,0.451564879999992,0.099518952000011,8
1588226534.9081898,1195,302,1588226534.957832,83.32896232604979,0.10230578882611067,0.5342753529548645,0.6309807300567627,0.5342753529548645,0.6309807300567627,True,30.0,0.451564879999992,0.099518952000011,8
1588226535.0087206,1196,302,1588226534.957832,83.32896232604979,0.10230578882611067,0.5341530442237854,0.6328821182250977,0.5341530442237854,0.6328821182250977,True,30.0,0.451564879999992,0.099518952000011,8
1588226535.1762726,1197,303,1588226535.1244907,658.3030223846437,0.09655952111483616,0.3231949210166931,0.5327544212341309,0.3231949210166931,0.5327544212341309,True,30.0,0.451564879999992,0.099518952000011,8
1588226535.3103151,1198,303,1588226535.1244907,658.3030223846437,0.09655952111483616,0.3222541809082031,0.5319569110870361,0.3222541809082031,0.5319569110870361,True,30.0,0.451564879999992,0.099518952000011,8
1588226535.4443555,1199,303,1588226535.1244907,658.3030223846437,0.09655952111483616,0.3234890401363373,0.5299285650253296,0.3234890401363373,0.5299285650253296,True,30.0,0.451564879999992,0.099518952000011,8
1588226535.5113769,1200,303,1588226535.1244907,658.3030223846437,0.09655952111483616,0.3242190182209015,0.5319087505340576,0.3242190182209015,0.5319087505340576,True,30.0,0.451564879999992,0.099518952000011,8
1588226535.5783978,1201,303,1588226535.1244907,658.3030223846437,0.09655952111483616,0.3243142962455749,0.532415509223938,0.3243142962455749,0.532415509223938,True,30.0,0.451564879999992,0.099518952000011,8
1588226535.7124386,1202,303,1588226535.1244907,658.3030223846437,0.09655952111483616,0.3239067792892456,0.5347010493278503,0.3239067792892456,0.5347010493278503,True,30.0,0.451564879999992,0.099518952000011,8
1588226535.8129706,1203,303,1588226535.1244907,658.3030223846437,0.09655952111483616,0.3234063386917114,0.5351240634918213,0.3234063386917114,0.5351240634918213,True,30.0,0.451564879999992,0.099518952000011,8
1588226536.7512615,1212,304,1588226536.7660818,149.9929428100586,0.4178144029353459,0.4006525278091431,0.3321768939495087,0.4006525278091431,0.3321768939495087,True,30.0,0.451564879999992,0.099518952000011,8
1588226536.8853028,1213,304,1588226536.7660818,149.9929428100586,0.4178144029353459,0.4005885124206543,0.3300545811653137,0.4005885124206543,0.3300545811653137,True,30.0,0.451564879999992,0.099518952000011,8
1588226536.8853028,1213,305,1588226536.932741,141.65997505187988,0.7083945837193123,0.4793581068515778,0.43840837478637695,0.4793581068515778,0.43840837478637695,True,30.0,0.451564879999992,0.099518952000011,8
1588226537.0193448,1214,305,1588226536.932741,141.65997505187988,0.7083945837193123,0.4786454737186432,0.4357269406318665,0.4786454737186432,0.4357269406318665,True,30.0,0.451564879999992,0.099518952000011,8
1588226537.3209386,1217,306,1588226537.3327231,208.32300186157227,0.232732016907582,0.4091984927654265,0.4629020094871521,0.4091984927654265,0.4629020094871521,True,30.0,0.451564879999992,0.099518952000011,8
1588226537.4549801,1218,306,1588226537.3327231,208.32300186157227,0.232732016907582,0.409298837184906,0.4591845571994782,0.409298837184906,0.4591845571994782,True,30.0,0.451564879999992,0.099518952000011,8
1588226537.5555108,1219,306,1588226537.3327231,208.32300186157227,0.232732016907582,0.4092046618461609,0.458434671163559,0.4092046618461609,0.458434671163559,True,30.0,0.451564879999992,0.099518952000011,8
1588226537.5555108,1219,307,1588226537.5577116,183.32505226135254,0.8453497418448747,0.4139767587184906,0.4671952426433563,0.4139767587184906,0.4671952426433563,True,30.0,0.451564879999992,0.099518952000011,8
1588226537.6895528,1220,307,1588226537.5577116,183.32505226135254,0.8453497418448747,0.4153783619403839,0.4698920547962189,0.4153783619403839,0.4698920547962189,True,30.0,0.451564879999992,0.099518952000011,8
1588226537.756574,1221,307,1588226537.5577116,183.32505226135254,0.8453497418448747,0.4154522716999054,0.469378262758255,0.4154522716999054,0.469378262758255,True,30.0,0.451564879999992,0.099518952000011,8
1588226537.924126,1222,308,1588226537.857699,208.32300186157227,1.4681901330113407,0.4583728909492493,0.27216893434524536,0.4583728909492493,0.27216893434524536,True,30.0,0.451564879999992,0.099518952000011,8
1588226541.2751658,1248,317,1588226541.2908738,216.65716171264648,0.6463553188727031,0.5326842069625854,0.7103911638259888,0.5326842069625854,0.7103911638259888,True,60.0,0.453500443999971,0.0752081239999995,9
1588226541.3756971,1249,317,1588226541.2908738,216.65716171264648,0.6463553188727031,0.5265287160873413,0.7023544311523438,0.5265287160873413,0.7023544311523438,True,60.0,0.453500443999971,0.0752081239999995,9
1588226541.5432491,1250,317,1588226541.2908738,216.65716171264648,0.6463553188727031,0.5255047678947449,0.6853963732719421,0.5255047678947449,0.6853963732719421,True,60.0,0.453500443999971,0.0752081239999995,9
1588226541.5432491,1250,318,1588226541.5241966,133.32700729370114,0.2551366297330811,0.5284148454666138,0.7008154988288879,0.5284148454666138,0.7008154988288879,True,60.0,0.453500443999971,0.0752081239999995,9
1588226541.710801,1251,318,1588226541.5241966,133.32700729370114,0.2551366297330811,0.5311703085899353,0.6981655955314636,0.5311703085899353,0.6981655955314636,True,60.0,0.453500443999971,0.0752081239999995,9
1588226541.710801,1251,319,1588226541.6908555,216.65596961975098,0.90024642523221,0.4964569509029389,0.7572020888328552,0.4964569509029389,0.7572020888328552,True,60.0,0.453500443999971,0.0752081239999995,9
