"TN","Hand_angle","Eye_angle","Avg_hand","Avg_eye","RT","Eye_time","Day"
1,0.405618527680423,-4.53364721677291,-0.186165282030636,3.97382654991252,0.654139798999978,0.502655982971191,1
2,3.5732019756292,7.51312380620818,NA,NA,0.474896640000011,0,1
3,-1.2251364566906,-23.2925504484872,NA,NA,0.517941404999988,0.502655982971191,1
4,0.7790449795058,9.84761556877265,NA,NA,0.503152055999983,0.33510422706604,1
5,1.26857026300189,76.1025420352394,NA,NA,0.526769413999986,0.502655982971191,1
6,-1.29694059766106,0,NA,NA,0.451066573999981,0,1
7,2.85211399234618,-12.8008181886809,NA,NA,0.520227207000005,0.402125358581543,1
8,-5.64654102504171,6.6479505042789,NA,NA,0.48779145799999,0.402125358581543,1
9,-2.37397049279046,24.0291467583287,NA,NA,0.426696000000007,0,1
10,6.87756349670872,13.3048915981603,NA,NA,0.463227923000034,0.335103750228882,1
11,-5.2713734646632,-42.2548230253505,NA,NA,0.466435353999984,0.30159330368042,1
12,-2.17613458239283,-6.8775127927463,NA,NA,0.438289067000028,0.435636281967163,1
13,-8.93855023751837,-0.450060440784682,-0.350889777599275,-4.97622022495284,0.440946271999991,0.402125120162964,1
14,-1.60607873268479,-25.5443715769592,NA,NA,0.472133664999987,0.368614673614502,1
15,-1.26442160298304,4.98283984799355,NA,NA,0.472080530999989,0.368613719940186,1
16,1.03117883696939,-26.1113435998724,NA,NA,0.472216325000019,0.301594018936157,1
17,3.8424062786818,-16.5998078115318,NA,NA,0.488060924999971,0.469146013259888,1
18,-3.30029169717541,145.630752364836,NA,NA,0.468178497999986,0,1
19,3.12815975237956,7.35907171101535,NA,NA,0.449727282000026,0.335103750228882,1
20,-0.6938274078659,-165.798461715439,NA,NA,0.402051110000002,0.36861515045166,1
21,0.321712147952483,19.7096590407908,NA,NA,0.412516003000036,0.36861515045166,1
22,-1.02879577541068,-3.9632050241101,NA,NA,0.423791387999955,0.33510422706604,1
23,-1.49265470042319,-26.2355575990424,NA,NA,0.481715844000092,0.469145536422729,1
24,5.79048580688684,27.3058421036692,NA,NA,0.44004660799996,0.100531339645386,1
25,7.66997997451648,5.33319998926947,0.537055059629911,-11.9985066762542,0.484358731999919,0.402125120162964,1
26,2.83121518937539,-27.1719306419111,NA,NA,0.454814640000023,0.435635328292847,1
27,-0.754189259589106,5.77873036069282,NA,NA,0.418564311999972,0.368614673614502,1
28,-1.43679736464982,-4.46519482938508,NA,NA,0.417864353000027,0.335103988647461,1
29,-0.14394478184513,51.474383858784,NA,NA,0.406938052000072,0.16755199432373,1
30,1.42896718598141,-33.7411363102054,NA,NA,0.420752102999927,0.301592826843262,1
31,-3.89491412358169,14.6860708090298,NA,NA,0.474385851999955,0.435634613037109,1
32,-5.84876772129803,8.85971692077601,NA,NA,0.421484365000026,0.335103750228882,1
33,-1.359459291923,-18.2428120745546,NA,NA,0.484917897000003,0.402124881744385,1
34,5.47642627956824,6.54043129773669,NA,NA,0.444256994000085,0.402124643325806,1
35,-0.0852175716399,-159.388155709187,NA,NA,0.43349901900001,0.234572887420654,1
36,2.56136220064409,6.35461621390414,NA,NA,0.426773295999965,0.368613958358765,1
37,-1.73910965564692,2.70443707689572,-60.9600754982992,-36.9746279085133,0.492790121999981,0.469146013259888,1
38,-42.2339239140373,8.00287943904545,NA,NA,0.608379153000001,0.402124643325806,1
39,-56.2228308943175,-79.9483810941437,NA,NA,0.588771935999986,0.435635089874268,1
40,-86.4646915407555,-51.3607953424992,NA,NA,0.551069600999988,0.502655982971191,1
41,-71.0089263533012,-34.1759379285379,NA,NA,0.628212498999993,0.536166906356812,1
42,-65.2054904757785,-53.9287496521242,NA,NA,0.688750120999941,0.670207977294922,1
43,-87.0074745721652,-92.9614886076406,NA,NA,0.549740286000002,0.536165714263916,1
44,-51.848459237324,-63.580423516909,NA,NA,0.683769551999958,0.569677114486694,1
45,-67.5860520939304,-0.828833460711934,NA,NA,0.527475822000014,0.30159330368042,1
46,-86.0899341465496,-79.6370140502088,NA,NA,0.571654607000013,0.469145774841309,1
47,-64.6812691210902,-24.3298255031815,NA,NA,0.628265810999963,0.536165952682495,1
48,-51.4327439746938,26.3485977378561,NA,NA,0.484083851000008,0.268082857131958,1
49,-95.1669590435256,-55.6856456701365,-77.359760253579,-14.5004880005094,0.638459606000026,0.636696577072144,1
50,-102.163236801685,-69.3586604130439,NA,NA,0.560620971000048,0.536165952682495,1
51,-61.9543328893511,-76.0478599736354,NA,NA,0.679304206000026,0.536166667938232,1
52,-84.2657503334851,79.1620450461769,NA,NA,0.777319671999976,0.536167144775391,1
53,-68.3000869643583,-79.2522058718981,NA,NA,0.645637466999972,0.536166191101074,1
54,-52.1655839633414,-79.3003458695375,NA,NA,0.597507187999966,0.435634851455688,1
55,-73.2770651257239,-3.58711078078055,NA,NA,0.581273833999973,0.234571695327759,1
56,-75.67274624016,153.931350956897,NA,NA,0.632905658000027,0.335103988647461,1
57,-100.999520529358,-93.0283894375419,NA,NA,0.644890738999948,0.636698007583618,1
58,-110.277185610457,-12.8160897714355,NA,NA,0.546410874000031,0.335103988647461,1
59,-57.8798946047864,55.3350929436075,NA,NA,0.510738653999965,0.402124643325806,1
60,-46.1947609367158,6.64196283521487,NA,NA,0.569066972999963,0.536166191101074,1
61,-79.364016825652,-90.5114462203338,-75.7603084491321,-70.1159608218519,0.539696494999873,0.301594018936157,1
62,-74.8325812261016,-46.8393572482155,NA,NA,0.467424075000025,0.402123928070068,1
63,-69.7263359896777,-45.5741128313894,NA,NA,0.565241085999958,0.536165714263916,1
64,-94.3622954612509,-73.7062962157264,NA,NA,0.523639665999951,0.402124881744385,1
65,-82.6961544888701,-56.9318576251976,NA,NA,0.487267598999949,0.335103988647461,1
66,-71.0905069767317,-119.340745011908,NA,NA,0.660058642999985,0.636697053909302,1
67,-75.8275058279454,-97.168326361755,NA,NA,0.674733604000096,0.603186845779419,1
68,-80.2789294577023,-117.679884169467,NA,NA,0.554145252999973,0.368614196777344,1
69,-65.5201832289215,-73.6220290603195,NA,NA,0.48394035000004,0.435635089874268,1
70,-86.7069235337834,-71.8449570023928,NA,NA,0.579176079999939,0.569677114486694,1
71,-46.0504210869222,33.1810851628121,NA,NA,0.434391828000003,0.402124643325806,1
72,-82.6678472860268,-81.3536032783306,NA,NA,0.555423055000006,0.536165952682495,1
73,-50.9222111134211,-37.4085465154194,-70.078334561436,-27.7451709295322,0.527415538999975,0.502656221389771,1
74,-55.8976065911946,-38.8432234171594,NA,NA,0.591049499999997,0.368613958358765,1
75,-89.808949845154,-71.0930403376022,NA,NA,0.455968849000016,0.268084049224854,1
76,-56.0000629420869,58.5784514487993,NA,NA,0.683802444000008,0,1
77,-68.2263724451853,-5.4467389533858,NA,NA,0.78239337800008,0.703717947006226,1
78,-79.4984822412405,-31.084047877525,NA,NA,0.535832326000019,0.402123689651489,1
79,-55.3684914724655,2.92625919257253,NA,NA,0.502039543000024,0.435634851455688,1
