world_timestamp,world_index,fixation_id,start_timestamp,duration,dispersion,norm_pos_x,norm_pos_y,x_scaled,y_scaled,on_surf,target,RT,MT,event
1588136014.3115568,2203,879,1588136014.0170195,216.65692329406738,0.5219080961100371,0.499600201845169,0.5409683585166931,0.499600201845169,0.5409683585166931,True,0.0,0.9580970700000079,0.0920531069999981,43
1588136014.4120874,2204,880,1588136014.4336677,83.32896232604979,0.08711608971913551,0.598002552986145,0.4725037217140198,0.598002552986145,0.4725037217140198,True,0.0,0.9580970700000079,0.0920531069999981,43
1588136014.4791088,2205,880,1588136014.4336677,83.32896232604979,0.08711608971913551,0.5976717472076416,0.4727990329265594,0.5976717472076416,0.4727990329265594,True,0.0,0.9580970700000079,0.0920531069999981,43
1588136014.5796394,2206,881,1588136014.6169927,83.32896232604979,1.3421678808378477,0.4698942601680756,0.3797276616096497,0.4698942601680756,0.3797276616096497,True,0.0,0.9580970700000079,0.0920531069999981,43
1588136014.7807028,2207,881,1588136014.6169927,83.32896232604979,1.3421678808378477,0.4678077101707458,0.382842481136322,0.4678077101707458,0.382842481136322,True,0.0,0.9580970700000079,0.0920531069999981,43
1588136014.7807028,2207,882,1588136014.7169876,216.65716171264648,0.16121487130385584,0.4855045676231384,0.4005825817584992,0.4855045676231384,0.4005825817584992,True,0.0,0.9580970700000079,0.0920531069999981,43
1588136014.9147437,2208,882,1588136014.7169876,216.65716171264648,0.16121487130385584,0.4846597909927368,0.4042345583438873,0.4846597909927368,0.4042345583438873,True,0.0,0.9580970700000079,0.0920531069999981,43
1588136014.9147437,2208,883,1588136014.9503107,208.32300186157227,0.11443039288688885,0.487373560667038,0.3990806341171265,0.487373560667038,0.3990806341171265,True,0.0,0.9580970700000079,0.0920531069999981,43
1588136015.1828275,2209,883,1588136014.9503107,208.32300186157227,0.11443039288688885,0.4859331250190735,0.4029434323310852,0.4859331250190735,0.4029434323310852,True,0.0,0.9580970700000079,0.0920531069999981,43
1588136015.1828275,2209,884,1588136015.1836324,174.99208450317383,0.6586593572019382,0.4919759333133698,0.4016996920108795,0.4919759333133698,0.4016996920108795,True,0.0,0.9580970700000079,0.0920531069999981,43
1588136015.3838894,2210,884,1588136015.1836324,174.99208450317383,0.6586593572019382,0.4896836876869202,0.4008587896823883,0.4896836876869202,0.4008587896823883,True,0.0,0.9580970700000079,0.0920531069999981,43
1588136015.8530354,2214,885,1588136015.8836007,149.9929428100586,0.361446105900212,0.6241036653518677,0.4461916089057921,0.6241036653518677,0.4461916089057921,True,0.0,0.9580970700000079,0.0920531069999981,43
1588136015.9200554,2215,885,1588136015.8836007,149.9929428100586,0.361446105900212,0.623704731464386,0.4463428556919098,0.623704731464386,0.4463428556919098,True,0.0,0.9580970700000079,0.0920531069999981,43
1588136016.0876074,2216,885,1588136015.8836007,149.9929428100586,0.361446105900212,0.623312771320343,0.4450390636920929,0.623312771320343,0.4450390636920929,True,0.0,0.9580970700000079,0.0920531069999981,43
1588136016.3221807,2218,886,1588136016.3169134,174.99208450317383,0.4679589368013854,0.6838552355766296,0.4301189184188843,0.6838552355766296,0.4301189184188843,True,0.0,0.9580970700000079,0.0920531069999981,43
1588136016.6907954,2219,887,1588136016.5502367,208.32395553588867,0.11468665892169468,0.682984471321106,0.4258610606193543,0.682984471321106,0.4258610606193543,True,0.0,0.9580970700000079,0.0920531069999981,43
1588136016.6907954,2219,888,1588136016.7918928,216.65596961975098,0.2676922354881435,0.6863051652908325,0.4307011067867279,0.6863051652908325,0.4307011067867279,True,0.0,0.9580970700000079,0.0920531069999981,43
1588136016.9253678,2220,888,1588136016.7918928,216.65596961975098,0.2676922354881435,0.6853822469711304,0.4242734611034393,0.6853822469711304,0.4242734611034393,True,0.0,0.9580970700000079,0.0920531069999981,43
1588136017.0594096,2221,888,1588136016.7918928,216.65596961975098,0.2676922354881435,0.683268666267395,0.4192001521587372,0.683268666267395,0.4192001521587372,True,0.0,0.9580970700000079,0.0920531069999981,43
1588136017.2939827,2223,889,1588136017.3252008,216.65692329406738,0.95479286127371,0.5618388056755066,0.3866036534309387,0.5618388056755066,0.3866036534309387,True,0.0,0.9580970700000079,0.0920531069999981,43
1588136017.3945134,2224,889,1588136017.3252008,216.65692329406738,0.95479286127371,0.5599920749664307,0.383497029542923,0.5599920749664307,0.383497029542923,True,0.0,0.9580970700000079,0.0920531069999981,43
1588136017.5955758,2225,889,1588136017.3252008,216.65692329406738,0.95479286127371,0.5585281252861023,0.379926472902298,0.5585281252861023,0.379926472902298,True,0.0,0.9580970700000079,0.0920531069999981,43
1588136017.5955758,2225,890,1588136017.5918558,208.32395553588867,0.09497623903524066,0.4514719843864441,0.4123488664627075,0.4514719843864441,0.4123488664627075,True,0.0,0.9580970700000079,0.0920531069999981,43
1588136019.4051378,2236,897,1588136019.1167858,208.32300186157227,0.5043847930555799,0.5844826102256775,0.568035900592804,0.5844826102256775,0.568035900592804,True,30.0,0.617994801999942,0.10665162299997599,44
1588136019.4051378,2236,898,1588136019.3417747,216.65692329406738,0.14193391846057918,0.5835072994232178,0.5593878626823425,0.5835072994232178,0.5593878626823425,True,30.0,0.617994801999942,0.10665162299997599,44
1588136019.6397107,2237,898,1588136019.3417747,216.65692329406738,0.14193391846057918,0.5837138891220093,0.5601335763931274,0.5837138891220093,0.5601335763931274,True,30.0,0.617994801999942,0.10665162299997599,44
1588136019.6397107,2237,899,1588136019.5750976,191.65802001953125,0.1064053420252604,0.5836389064788818,0.5592719912528992,0.5836389064788818,0.5592719912528992,True,30.0,0.617994801999942,0.10665162299997599,44
1588136019.9413035,2238,900,1588136019.8667507,216.65692329406738,0.3135696484909612,0.5829275846481323,0.4863996803760529,0.5829275846481323,0.4863996803760529,True,30.0,0.617994801999942,0.10665162299997599,44
1588136020.0418358,2239,900,1588136019.8667507,216.65692329406738,0.3135696484909612,0.5825361609458923,0.4850156605243683,0.5825361609458923,0.4850156605243683,True,30.0,0.617994801999942,0.10665162299997599,44
1588136020.0418358,2239,901,1588136020.0917404,216.65620803833008,0.25394512896374066,0.5872557163238525,0.48635134100914,0.5872557163238525,0.48635134100914,True,30.0,0.617994801999942,0.10665162299997599,44
1588136020.1758766,2240,901,1588136020.0917404,216.65620803833008,0.25394512896374066,0.5847298502922058,0.4838203191757202,0.5847298502922058,0.4838203191757202,True,30.0,0.617994801999942,0.10665162299997599,44
1588136020.3099186,2241,901,1588136020.0917404,216.65620803833008,0.25394512896374066,0.5825358033180237,0.4830498099327088,0.5825358033180237,0.4830498099327088,True,30.0,0.617994801999942,0.10665162299997599,44
1588136020.3099186,2241,902,1588136020.3250628,149.9929428100586,0.12894366053727993,0.5857869982719421,0.48552590608596796,0.5857869982719421,0.48552590608596796,True,30.0,0.617994801999942,0.10665162299997599,44
1588136021.0806575,2242,903,1588136021.1583574,216.65716171264648,1.0352963143686995,0.6743336915969849,0.5877476334571838,0.6743336915969849,0.5877476334571838,True,30.0,0.617994801999942,0.10665162299997599,44
1588136021.4492714,2243,903,1588136021.1583574,216.65716171264648,1.0352963143686995,0.6780073046684265,0.5899450182914734,0.6780073046684265,0.5899450182914734,True,30.0,0.617994801999942,0.10665162299997599,44
1588136021.4492714,2243,904,1588136021.4000134,158.3259105682373,0.8251700150280666,0.6699513792991638,0.5638625025749207,0.6699513792991638,0.5638625025749207,True,30.0,0.617994801999942,0.10665162299997599,44
1588136024.6662707,2275,912,1588136024.5498688,216.65692329406738,0.528848433692394,0.6456950306892395,0.5020791292190552,0.6456950306892395,0.5020791292190552,True,90.0,0.5924562920000649,0.11875845700001299,45
1588136025.3029678,2276,913,1588136025.0415127,158.3259105682373,0.11079103933895272,0.5285159945487976,0.6144562363624573,0.5285159945487976,0.6144562363624573,True,90.0,0.5924562920000649,0.11875845700001299,45
1588136025.3029678,2276,914,1588136025.2915018,199.99003410339355,0.28270323329743724,0.5180452466011047,0.6823756098747253,0.5180452466011047,0.6823756098747253,True,90.0,0.5924562920000649,0.11875845700001299,45
1588136025.4370098,2277,914,1588136025.2915018,199.99003410339355,0.28270323329743724,0.5186583399772644,0.6841423511505127,0.5186583399772644,0.6841423511505127,True,90.0,0.5924562920000649,0.11875845700001299,45
1588136025.4370098,2277,915,1588136025.516491,216.65692329406738,0.2282377529965776,0.5182507038116455,0.6802405118942261,0.5182507038116455,0.6802405118942261,True,90.0,0.5924562920000649,0.11875845700001299,45
1588136025.9396658,2278,915,1588136025.516491,216.65692329406738,0.2282377529965776,0.5186589956283569,0.687552809715271,0.5186589956283569,0.687552809715271,True,90.0,0.5924562920000649,0.11875845700001299,45
1588136025.9396658,2278,916,1588136025.7581468,208.32300186157227,0.13768633403164945,0.5166839361190796,0.6818806529045105,0.5166839361190796,0.6818806529045105,True,90.0,0.5924562920000649,0.11875845700001299,45
1588136025.9396658,2278,917,1588136025.9831355,183.32505226135254,0.09233508683937994,0.5192509293556213,0.6781377792358398,0.5192509293556213,0.6781377792358398,True,90.0,0.5924562920000649,0.11875845700001299,45
1588136025.9396658,2278,918,1588136026.2081258,216.65692329406738,0.11627156713666965,0.5189409255981445,0.6770834922790527,0.5189409255981445,0.6770834922790527,True,90.0,0.5924562920000649,0.11875845700001299,45
1588136026.7774258,2279,918,1588136026.2081258,216.65692329406738,0.11627156713666965,0.5207953453063965,0.6788886189460754,0.5207953453063965,0.6788886189460754,True,90.0,0.5924562920000649,0.11875845700001299,45
