SN,TN,CN,tgtsize,hand_theta,hand_theta_maxv,hand_theta_maxradv,handMaxRadExt,hand_theta_50,raw_ep_hand_ang,ti,fbi,ri,MT,RT,ST,radvelmax,maxRadDist,testMaxRadDist
1,1,1,8.30174059827877,-1.90385457664206,-4.97644284714784,-1.90385457664206,-0.963051651106184,-27.5141532245439,-31.9038545766421,330,0,0,0.0877522900000045,0.501353259999995,45.660689919,2568.90676460096,90.4121046424047,90.4121046424047
1,2,1,8.30174059827877,-4.01254403355277,-4.01254403355277,-4.01254403355277,NaN,55.0481302289729,25.9874559664472,30,0,0,0.0859111749999997,0.457109210000006,1.18812748100004,6295.07907800337,NaN,109.676675668734
1,3,1,8.30174059827877,1.96854160278258,5.52573863275382,1.96854160278258,5.5231326930101,-10.7078486808441,-178.031458397217,180,0,0,0.111788496999999,0.441871737999982,1.40861064000003,1854.15980587111,94.974837401825,94.974837401825
1,4,1,8.30174059827877,4.81156665886431,4.81156665886431,4.81156665886431,4.03405767343236,7.5602591763419,-145.188433341136,210,0,0,0.118755054999994,0.42257285700002,1.13714721800001,6866.82442078136,145.41421769099,151.374997092662
1,5,1,8.30174059827877,-7.99047480187085,86.8594526734511,86.8594526734511,-8.52900695580092,7.59206737132115,-127.990474801871,240,0,0,0.122078000000016,0.434872659000007,2.87143651299998,8294.67922033259,117.022853628737,117.022853628737
1,6,2,8.30174059827877,3.60986765921166,-78.5010832963656,-78.5010832963656,1.08988689314377,45.8979424069497,93.6098676592117,90,0,0,0.0627292449999999,0.441283772000048,1.32920993900002,6451.41423139791,96.2695050011962,96.2695050011962
1,7,2,8.30174059827877,14.85405773325,93.4166908369324,-10.9369519652343,NaN,-42.8578288312561,134.85405773325,120,0,0,0.113047265999995,0.472082511999972,1.01352063100002,264.522572214569,NaN,62.8291296334286
1,8,2,8.30174059827877,-4.9258753933014,-4.9258753933014,-4.9258753933014,-6.39378278604676,21.4951116272435,-94.9258753933014,270,0,0,0.0988976680000206,0.472016208000028,1.22120853000001,4503.42257810157,93.612025108878,93.612025108878
1,9,2,8.30174059827877,3.12193088260778,1.21771287454106,3.12193088260778,NaN,-163.57682250933,-56.8780691173922,300,0,0,0.104776587000003,0.473128414999991,1.66496932000001,2072.52454887376,NaN,74.3579032808403
1,10,2,8.30174059827877,10.8671532677697,7.61463744123845,10.8671532677697,7.52066997693825,-36.1093557427036,10.8671532677697,0,0,0,0.115888807999994,0.490566794000031,1.13874002000001,1792.39524489168,84.7610220407746,84.7610220407746
1,11,3,8.30174059827877,-11.8095495147195,-6.95616937728236,-11.8095495147195,-10.3089883368237,152.940673827098,48.1904504852805,60,0,0,0.101254986000001,0.480575652999988,1.22456930999994,1119.79827018004,81.7464063568265,81.7464063568265
