"TN","Hand_angle","Eye_angle","Avg_hand","Avg_eye","Day"
94,-66.9783580972828,-3.55026526389018,NA,NA,1
95,-62.3931740511635,-135.910459512485,NA,NA,1
96,-77.5780554601889,-87.9467302613884,NA,NA,1
97,4.68001590597624,51.4448834775293,-64.7440406328979,-25.8037560627868,1
98,-92.7568311655151,-19.8957858475882,NA,NA,1
99,-47.7296061831352,-142.037432767808,NA,NA,1
100,-64.1558484429868,2.06184908195308,NA,NA,1
101,-94.6808276085716,91.4858511328398,NA,NA,1
102,-60.0660466438432,-81.0117707122186,NA,NA,1
103,-81.2277632524964,-44.2582469739822,NA,NA,1
104,-85.4557174443891,-12.2104751395583,NA,NA,1
105,-50.8265359834531,-147.812860525364,NA,NA,1
106,-69.1126355545593,-1.30732419449033,NA,NA,1
107,-54.743769094845,8.66054452327854,NA,NA,1
108,-80.8529221269559,-14.7643048080334,NA,NA,1
109,-79.2977493129242,134.119461571663,-69.4711903275781,-4.3361224739895,1
110,-53.3420324065088,-39.1001199825487,NA,NA,1
111,-85.50941346832,-26.8199780185073,NA,NA,1
112,-36.9558073577273,30.8418328768408,NA,NA,1
113,-100.394444880456,41.0254045887421,NA,NA,1
114,-58.8046450429923,50.3022692941408,NA,NA,1
115,-66.9997833687508,-151.847051248813,NA,NA,1
116,-51.1798579384727,0.171555912318738,NA,NA,1
117,-76.439137280951,-22.0278643331724,NA,NA,1
118,-94.05536590726,-95.3388884483726,NA,NA,1
119,-60.4901734178891,53.6729307182825,NA,NA,1
120,-70.1858735486859,-27.0330226184481,NA,NA,1
121,-90.6625622475876,-14.4041920878795,-68.5762597128448,-36.7896076112773,1
122,-46.8264824388709,21.7499149458969,NA,NA,1
123,-52.0896500351835,-64.6198400575156,NA,NA,1
124,-79.9341904017479,-3.81280150818259,NA,NA,1
125,-60.4715524668185,-167.436067515673,NA,NA,1
126,-83.3259400422752,-13.7709909517357,NA,NA,1
127,-90.9626099696393,-69.3547100091884,NA,NA,1
128,-88.9560374618213,-160.371847014271,NA,NA,1
129,-66.1727685798326,-0.397851000825213,NA,NA,1
130,-60.0984857933094,-3.0467227222906,NA,NA,1
131,-51.345102363516,19.3398302316606,NA,NA,1
132,-52.0697347535351,14.6499863546758,NA,NA,1
133,-52.6788630387008,-103.754772428848,-68.1455666070753,-5.42754679991295,1
134,-51.9335570245793,3.01585057098936,NA,NA,1
135,-57.8539172072089,15.0249311334312,NA,NA,1
136,-55.7646217075646,16.6072955706678,NA,NA,1
137,-79.7906117446238,-97.0030497434418,NA,NA,1
138,-94.3902394049805,119.146481420688,NA,NA,1
139,-73.5979666219264,56.2997273157206,NA,NA,1
140,-48.5198931607518,5.82690756258846,NA,NA,1
141,-74.5961162240408,-3.10419384460904,NA,NA,1
142,-88.0360225357613,-47.8891552712592,NA,NA,1
143,-82.3382118147726,138.064348070762,NA,NA,1
144,-58.2467787999924,-167.364931955645,NA,NA,1
145,-81.0638505862464,-23.3605032031391,-69.7360630984566,12.8889715235117,1
146,-55.2424328532756,12.0962330537925,NA,NA,1
147,-60.3260784362837,-47.8787760415384,NA,NA,1
148,-62.0294421891161,-61.4884309696702,NA,NA,1
149,-84.8028958545912,82.4102022556456,NA,NA,1
150,-78.0471117084392,-8.50450385533162,NA,NA,1
151,-48.9644279780526,15.3406957560173,NA,NA,1
152,-67.5274910213788,12.5182744993998,NA,NA,1
153,-53.1147860019188,10.503644141813,NA,NA,1
154,-74.0832467326726,158.206453909396,NA,NA,1
155,-97.2052378818548,-26.3647042663925,NA,NA,1
156,-74.4257559376498,31.1890730021482,NA,NA,1
157,-66.0156035936216,7.50080599601029,-69.2176936639253,-31.259666729126,1
158,-75.5196560380018,51.2800727518666,NA,NA,1
159,-73.9984889978763,-71.2762710770351,NA,NA,1
160,-69.722381163018,-6.92685267005203,NA,NA,1
161,-83.28721076011,-59.9014650511591,NA,NA,1
162,-30.8371726553886,0.426698008203171,NA,NA,1
163,-64.8314115137208,109.254158328027,NA,NA,1
164,-58.8186580465075,-85.4735684305864,NA,NA,1
165,-91.9214770725994,-132.215905132738,NA,NA,1
166,-86.1764561707765,-64.1651667381436,NA,NA,1
167,-80.2050839165896,-129.847590766629,NA,NA,1
168,-49.2787240388939,6.22908403272366,NA,NA,1
169,-82.5306741770273,-9.2969120355117,-70.8445174353771,-0.607655636790941,1
170,-95.7673422938282,-14.8954610444554,NA,NA,1
171,-79.1130446897091,-126.078165859185,NA,NA,1
172,-77.0637925260687,12.3436376517988,NA,NA,1
173,-89.7614246874864,-54.8587155113561,NA,NA,1
174,-36.5471217324687,9.02863457213857,NA,NA,1
175,-56.5057490475734,-5.17250213390831,NA,NA,1
176,-68.2246357522015,-4.36255384329343,NA,NA,1
177,-59.0303776193199,169.754575278014,NA,NA,1
178,-51.7317757774715,-1.05488325916962,NA,NA,1
179,-72.3441160370584,-5.5157461390881,NA,NA,1
180,-81.5141548843119,22.816224682525,NA,NA,1
181,-80.7825127758651,-11.9347677108269,-66.9625162592292,3.30156474209626,1
182,-65.6725962710486,-158.550157826253,NA,NA,1
183,-52.4613623633481,4.14373595207371,NA,NA,1
184,-62.0959025646176,-8.91179305534997,NA,NA,1
185,-86.576655387988,171.314594890216,NA,NA,1
186,-45.1468751396231,14.244626403176,NA,NA,1
187,-81.7134208068546,-8.26657025611723,NA,NA,1
188,-50.7890247340669,-14.0897835487764,NA,NA,1
189,-71.630303011134,4.23654749855035,NA,NA,1
190,-50.1089411451325,17.5634805892686,NA,NA,1
191,-84.4345140990827,-14.8734079416667,NA,NA,1
192,-72.1380868119893,44.7422719108612,NA,NA,1
193,-35.5715464690435,16.801567468027,-70.66061798494,-11.3124373308613,1
194,-69.9136465819602,1.97125522651379,NA,NA,1
195,-88.1167310381118,0,NA,NA,1
196,-74.0692880652508,-114.844347507123,NA,NA,1
197,-83.5103325062609,90.6274106579251,NA,NA,1
198,-86.9910653296439,-16.7271950433186,NA,NA,1
199,-85.8535382195954,7.83672112406077,NA,NA,1
200,-65.4511682522626,-7.98279238593246,NA,NA,1
201,-80.214880665939,-17.6520741808472,NA,NA,1
202,-62.7495975203187,-0.752647478515428,NA,NA,1
203,-52.0633965813366,-66.4165407011696,NA,NA,1
204,-63.4222245895563,-28.6106051499557,NA,NA,1
205,-66.4670039052203,-154.499200228768,-69.2228649390309,-35.5870010319175,1
206,-67.7578381785968,-28.7113079289919,NA,NA,1
207,-89.4011853209765,-17.1780196207388,NA,NA,1
208,-63.0989961185093,5.48328202585498,NA,NA,1
209,-36.3318729871688,17.9117020103544,NA,NA,1
210,-73.316056703682,-174.376472024709,NA,NA,1
211,-69.395857526885,106.988266812345,NA,NA,1
212,-51.9028188778592,-112.815997394115,NA,NA,1
213,-46.378648292981,79.0471642774779,NA,NA,1
214,-96.8960010856561,-13.7717549585277,NA,NA,1
215,-77.0572046342441,-112.299038810513,NA,NA,1
216,-92.6708956365916,-22.8226365426788,NA,NA,1
217,-66.7838711415976,75.0716203241141,-73.1923022763298,8.85695518728074,1
218,-90.8734764697907,-7.84910907511318,NA,NA,1
219,-93.3136325835619,-33.5405244024978,NA,NA,1
220,-79.3797911709554,-5.08339532473707,NA,NA,1
221,-73.7092269727209,-2.44648314096094,NA,NA,1
222,-58.7026468233863,-57.3877063618769,NA,NA,1
223,-66.3419409947415,-29.4146390034845,NA,NA,1
224,-84.440627571718,-21.7556276949932,NA,NA,1
225,-54.4423190767718,10.8527926494628,NA,NA,1
226,-78.4742156053117,161.876225386111,NA,NA,1
227,-60.1671801593162,5.00504184082195,NA,NA,1
228,-71.6786987460851,10.9552670505226,NA,NA,1
229,-48.8152967781196,7.52782759662153,-71.3836140492747,-9.99288025816706,1
230,-83.8989968950607,-13.4149671110884,NA,NA,1
231,-64.1750940571431,-21.9189951454689,NA,NA,1
232,-81.9707810155837,55.0469127552527,NA,NA,1
233,-83.3840745638401,-1.37958525547901,NA,NA,1
234,-44.7828914737972,50.0116301622468,NA,NA,1
235,-70.4455693711099,-49.2756771702848,NA,NA,1
236,-66.498357246608,-163.670079328292,NA,NA,1
237,-68.0906868901732,64.7930224765457,NA,NA,1
238,-62.4773919352025,6.24678493957808,NA,NA,1
239,-84.2849486051716,-45.1534919538973,NA,NA,1
240,-97.7792797594873,-8.72794506373896,NA,NA,1
241,-94.3782884752132,-6.51213586135999,-74.4039952493162,4.22046253184706,1
242,-85.8441494309075,164.305899343019,NA,NA,1
243,-63.3977665583362,22.0407017869382,NA,NA,1
244,-55.8844573144613,-49.466775125866,NA,NA,1
245,-80.9621811157886,-17.2841930185152,NA,NA,1
246,-100.211342576575,-6.18972387526985,NA,NA,1
247,-66.4567980176327,-102.683193895208,NA,NA,1
248,-63.6721268619136,165.862435290013,NA,NA,1
249,-95.8548899354714,-1.22944654023451,NA,NA,1
250,-36.3457600325964,10.3555236632007,NA,NA,1
251,-94.7782214199063,-11.1892238671365,NA,NA,1
252,-55.0619612529924,-117.364317517416,NA,NA,1
253,-50.1892359056114,10.3083610443923,-72.6197746751313,-13.4916688119269,1
254,-77.1732933725753,93.6697768437754,NA,NA,1
255,-57.6012937891453,-54.5353451523024,NA,NA,1
256,-70.5810720029798,1.81023914297242,NA,NA,1
257,-62.8017755504283,-104.769708983291,NA,NA,1
258,-84.0803052618475,-138.881478700992,NA,NA,1
259,-91.6659383019452,-9.28374372313314,NA,NA,1
260,-60.4944330083435,-19.1016280258993,NA,NA,1
261,-94.127363747268,-8.48539691176333,NA,NA,1
262,-45.6886309762326,-61.0980183504078,NA,NA,1
263,-86.2114049523394,14.5569740047547,NA,NA,1
264,-90.8225492328596,113.909943068771,NA,NA,1
265,-70.5110565241385,-90.9251276700324,-70.6914722551377,-4.3270272037779,1
266,-68.929888052628,-16.7161622834119,NA,NA,1
267,-86.7109422267968,-15.7813141326143,NA,NA,1
268,-108.9998553198,-9.53304590267892,NA,NA,1
269,-70.4673616066358,-4.3297127338088,NA,NA,1
270,-65.2969282402679,4.15066601207508,NA,NA,1
271,-56.6486602799493,144.290593120055,NA,NA,1
272,-46.3441575419431,3.4904474123779,NA,NA,1
273,-87.5871429450813,35.0381905749405,NA,NA,1
274,-58.0749120277548,-114.725823014852,NA,NA,1
275,-69.2516793798588,-5.38358390638405,NA,NA,1
276,-59.475082916798,18.5005460789986,NA,NA,1
277,1.61059327229401,69.9285994515918,-65.1357224064604,-14.5521560243338,1
278,-96.1353318856676,-29.5695492647049,NA,NA,1
279,-49.1716372420779,-154.32192547487,NA,NA,1
280,-60.2794619064641,-106.020832761358,NA,NA,1
281,-78.4689066660362,-16.7480653553664,NA,NA,1
282,-101.630293892629,-2.97874467813421,NA,NA,1
283,-76.3333281053543,166.618963423387,NA,NA,1
284,-62.1482138859178,5.13439483965891,NA,NA,1
285,-86.2885045586009,-16.0599485896381,NA,NA,1
286,-43.7765544665247,-92.98188844947,NA,NA,1
287,-53.9208479983472,-71.9887321242363,NA,NA,1
288,-75.0861815421993,74.3618566911351,NA,NA,1
289,-74.3635714055136,-173.935117920843,-72.1423978764007,-56.4847199915088,1
290,-58.6656811312617,-32.8687459169313,NA,NA,1
291,-46.3207516799354,10.6713363298202,NA,NA,1
292,-80.072301706817,-54.7683655678247,NA,NA,1
293,-89.2906353580689,-21.9132335069363,NA,NA,1
294,-88.0552340135534,-106.989268453979,NA,NA,1
295,-82.3538559999983,-34.081367349066,NA,NA,1
296,-92.5900355948994,-127.89968479521,NA,NA,1
297,-60.4628539514193,-49.2839301400332,NA,NA,1
298,-48.7189259442898,4.69935953036169,NA,NA,1
299,-92.9083439394022,-88.8163472025432,NA,NA,1
300,-51.9065837916499,-2.6312749049202,NA,NA,1
301,-69.4794935856465,141.999136302117,-74.0073088830084,-37.7838102065881,1
302,-69.9700965159943,-103.470694546564,NA,NA,1
303,-82.1993511824765,-5.69812866280833,NA,NA,1
304,-86.7193980310272,13.3478408650866,NA,NA,1
305,-52.2099582254921,-153.669162343399,NA,NA,1
306,-103.762176127678,3.361002889611,NA,NA,1
307,-56.1391134016977,39.6468840460204,NA,NA,1
308,-53.3338233799615,-83.2889901777538,NA,NA,1
309,-87.6419007322495,-34.5816561513492,NA,NA,1
310,-65.9172869609485,-169.906152899235,NA,NA,1
311,-64.7188043406017,-79.1986487181035,NA,NA,1
312,-95.996304112327,-21.947153082678,NA,NA,1
313,-71.46326307236,134.395098942168,-78.4001393533818,2.606124369353,1
314,-95.8674045381241,83.7811832215737,NA,NA,1
315,-106.292345686509,-56.0031978378219,NA,NA,1
316,-78.1447355559411,38.6710792834291,NA,NA,1
317,-52.1418165054661,13.0470806745844,NA,NA,1
318,-78.9887928340926,135.169577323653,NA,NA,1
319,-91.483430276451,-118.971089143652,NA,NA,1
320,-62.2182144634985,-9.40532358397357,NA,NA,1
321,-76.2114180662075,-152.324053457947,NA,NA,1
322,-53.8194559134688,2.51986328149628,NA,NA,1
323,-78.4944810773643,23.9856607858419,NA,NA,1
324,-95.6763142510991,-63.592387057115,NA,NA,1
325,-93.404522904187,-77.1076077688441,-75.90313303995,-10.53623205644,1
326,-67.6356459983202,-16.8239465403366,NA,NA,1
327,-71.0702490230864,-84.170930865046,NA,NA,1
328,-88.4024780907012,4.05002667465965,NA,NA,1
329,-47.2024596514855,-20.7122531731181,NA,NA,1
330,-67.771533189674,73.1541395184542,NA,NA,1
331,-67.6988009574531,-77.9398342166714,NA,NA,1
332,-99.1290076636383,-30.14663936987,NA,NA,1
333,-81.4076031978722,-12.1082506185547,NA,NA,1
334,-89.0265237018792,129.973801973133,NA,NA,1
335,-90.2783357946139,157.240967608803,NA,NA,1
336,-47.8104363064886,-171.844257899889,NA,NA,1
