"world_timestamp","world_index","fixation_id","start_timestamp","duration","dispersion","norm_pos_x","norm_pos_y","x_scaled","y_scaled","on_surf","target","RT","MT","event","phase"
0,928,189,1588573431.1907,216.656923294067,0.317048788945358,0.515344500541687,0.658036947250366,0.515344500541687,0.658036947250366,"True",90,0.464544502000017,0.0709129739999952,1,1
0.234572649002075,929,189,1588573431.1907,216.656923294067,0.317048788945358,0.511295795440674,0.651011407375336,0.511295795440674,0.651011407375336,"True",90,0.464544502000017,0.0709129739999952,1,1
0.234572649002075,929,190,1588573431.42402,99.9960899353027,0.094517416141983,0.51032942533493,0.647981464862823,0.51032942533493,0.647981464862823,"True",90,0.464544502000017,0.0709129739999952,1,1
0.502655744552612,930,191,1588573431.64901,216.656923294067,0.568093183844086,0.511239051818848,0.707865655422211,0.511239051818848,0.707865655422211,"True",90,0.464544502000017,0.0709129739999952,1,1
0.636697769165039,931,191,1588573431.64901,216.656923294067,0.568093183844086,0.506948113441467,0.711199402809143,0.506948113441467,0.711199402809143,"True",90,0.464544502000017,0.0709129739999952,1,1
0.636697769165039,931,192,1588573431.874,216.655969619751,0.453244427563055,0.51298063993454,0.699094414710999,0.51298063993454,0.699094414710999,"True",90,0.464544502000017,0.0709129739999952,1,1
0.971801996231079,932,192,1588573431.874,216.655969619751,0.453244427563055,0.506709277629852,0.697830021381378,0.506709277629852,0.697830021381378,"True",90,0.464544502000017,0.0709129739999952,1,1
0.971801996231079,932,193,1588573432.10732,208.323955535889,0.928958017316323,0.490588635206222,0.683924376964569,0.490588635206222,0.683924376964569,"True",90,0.464544502000017,0.0709129739999952,1,1
1.23988485336304,933,194,1588573432.39898,208.323001861572,0.133173486359139,0.508049368858337,0.696820676326752,0.508049368858337,0.696820676326752,"True",90,0.464544502000017,0.0709129739999952,1,1
1.23988485336304,933,195,1588573432.62396,183.325052261353,0.358920251659708,0.510013282299042,0.697186410427094,0.510013282299042,0.697186410427094,"True",90,0.464544502000017,0.0709129739999952,1,1
1.5414776802063,934,195,1588573432.62396,183.325052261353,0.358920251659708,0.509563684463501,0.700658082962036,0.509563684463501,0.700658082962036,"True",90,0.464544502000017,0.0709129739999952,1,1
1.67551970481873,935,196,1588573432.90729,208.323001861572,1.41241724482363,0.553606390953064,0.723281383514404,0.553606390953064,0.723281383514404,"True",90,0.464544502000017,0.0709129739999952,1,1
1.94360280036926,936,196,1588573432.90729,208.323001861572,1.41241724482363,0.553451716899872,0.725626170635223,0.553451716899872,0.725626170635223,"True",90,0.464544502000017,0.0709129739999952,1,1
1.94360280036926,936,197,1588573433.14061,216.656923294067,0.771978295105243,0.51931893825531,0.701598823070526,0.51931893825531,0.701598823070526,"True",90,0.464544502000017,0.0709129739999952,1,1
2.27870678901672,937,198,1588573433.39893,208.323001861572,0.175393531924808,0.510213196277618,0.706419944763184,0.510213196277618,0.706419944763184,"True",90,0.464544502000017,0.0709129739999952,1,1
2.27870678901672,937,199,1588573433.62392,216.657161712646,0.168116355001636,0.509761273860931,0.704330265522003,0.509761273860931,0.704330265522003,"True",90,0.464544502000017,0.0709129739999952,1,1
2.61381077766418,938,199,1588573433.62392,216.657161712646,0.168116355001636,0.509570419788361,0.706209421157837,0.509570419788361,0.706209421157837,"True",90,0.464544502000017,0.0709129739999952,1,1
2.61381077766418,938,200,1588573433.85724,141.65997505188,0.384757756993959,0.5099036693573,0.701299965381622,0.5099036693573,0.701299965381622,"True",90,0.464544502000017,0.0709129739999952,1,1
0,977,206,1588573436.47379,199.99098777771,0.284389511891353,0.653329193592072,0.500694394111633,0.653329193592072,0.500694394111633,"True",0,0.459536679000003,0.0863902379999999,2,1
1.20637512207031,994,210,1588573437.70706,208.323001861572,0.211049431187006,0.70319002866745,0.495019406080246,0.70319002866745,0.495019406080246,"True",0,0.459536679000003,0.0863902379999999,2,1
1.44094705581665,995,210,1588573437.70706,208.323001861572,0.211049431187006,0.702585697174072,0.495053023099899,0.702585697174072,0.495053023099899,"True",0,0.459536679000003,0.0863902379999999,2,1
1.44094705581665,995,211,1588573437.93205,216.657161712646,0.116336184540884,0.701697826385498,0.499107092618942,0.701697826385498,0.499107092618942,"True",0,0.459536679000003,0.0863902379999999,2,1
1.57498908042908,996,211,1588573437.93205,216.657161712646,0.116336184540884,0.701898038387299,0.500218629837036,0.701898038387299,0.500218629837036,"True",0,0.459536679000003,0.0863902379999999,2,1
1.57498908042908,996,212,1588573438.15704,83.3289623260498,0.277317194160124,0.702551007270813,0.499296844005585,0.702551007270813,0.499296844005585,"True",0,0.459536679000003,0.0863902379999999,2,1
1.77605104446411,997,212,1588573438.15704,83.3289623260498,0.277317194160124,0.701224386692047,0.502455592155457,0.701224386692047,0.502455592155457,"True",0,0.459536679000003,0.0863902379999999,2,1
1.77605104446411,997,213,1588573438.46536,216.657161712646,0.909882113167832,0.547978401184082,0.515129268169403,0.547978401184082,0.515129268169403,"True",0,0.459536679000003,0.0863902379999999,2,1
2.04413509368896,998,213,1588573438.46536,216.657161712646,0.909882113167832,0.552924931049347,0.504276633262634,0.552924931049347,0.504276633262634,"True",0,0.459536679000003,0.0863902379999999,2,1
2.04413509368896,998,214,1588573438.69869,183.325052261353,0.208788769776847,0.548911035060883,0.501457870006561,0.548911035060883,0.501457870006561,"True",0,0.459536679000003,0.0863902379999999,2,1
0,1002,217,1588573439.59864,208.324193954468,0.804574465898935,0.527469038963318,0.580753564834595,0.527469038963318,0.580753564834595,"True",150,0.467930994000021,0.0824581949999939,3,1
