"TN","Hand_angle","Eye_angle","Avg_hand","Avg_eye","RT","Eye_time","Day"
37,-2.96880422241569,10.6452498485301,-49.3248632922558,-27.5091656332461,0.629697458000003,0.502655982971191,2
38,-52.751139621815,-0.331577237658426,NA,NA,0.678998818000011,0.670207977294922,2
39,-77.8256397136282,-103.342587213243,NA,NA,0.675882903000009,0.603186845779419,2
40,-96.22402757664,-45.3151741192457,NA,NA,0.547480707999995,0.435634851455688,2
41,-73.8599701367007,-35.9353910615327,NA,NA,0.518451402000004,0.435635089874268,2
42,-51.290118281181,-1.37548286324852,NA,NA,0.559069663000045,0.402125120162964,2
43,-90.2483542904165,-78.1771069142146,NA,NA,0.69059507300004,0.636698007583618,2
44,-59.7445265860141,-70.192315750075,NA,NA,0.675601195000013,0.569677352905273,2
45,-52.8156000579776,-0.248407174265097,NA,NA,0.673886248000002,0.536165714263916,2
46,25.0460116108441,-9.13954516707315,NA,NA,0.645137884999983,0.536166906356812,2
47,-4.5971885661195,7.00623604184236,NA,NA,0.536271013000018,0.234572410583496,2
48,-54.6190020650049,-3.7038859887689,NA,NA,0.617556028999999,0.469146013259888,2
49,-77.6041801214002,-8.56534846407936,-79.0389944871495,-55.7905702712092,0.611563330000024,0.368613481521606,2
50,-73.0188474399157,-54.4081860988358,NA,NA,0.493701681000005,0.435635566711426,2
51,-50.8829768777517,-16.0360306902042,NA,NA,0.620016472999993,0.469145059585571,2
52,-100.66936492161,-31.0798510034265,NA,NA,0.57893654700004,0.469146251678467,2
53,-72.0923846471768,-134.467429040252,NA,NA,0.562092571000022,0,2
54,-86.1349507841251,-162.084314122446,NA,NA,0.597098690999999,0,2
55,-82.8743677090884,-30.1020773490311,NA,NA,0.449846448999921,0.234573125839233,2
56,-59.7303602457664,-36.6407439101701,NA,NA,0.538002549999959,0.536166191101074,2
57,-101.575207829809,-94.9598796950189,NA,NA,0.483481093000023,0.402123928070068,2
58,-100.417190665418,-83.9076949515866,NA,NA,0.506692045999955,0.402124643325806,2
59,-74.9295783692748,-16.1255148470734,NA,NA,0.478508279000067,0.469144821166992,2
60,-68.5385242344575,-1.10977308238571,NA,NA,0.465635614000036,0.368613719940186,2
61,-98.9821562046563,-76.7649939648989,-77.4853054041443,-24.3141050270134,0.543236981999968,0.502656221389771,2
62,-65.5981330771604,-29.4403932278828,NA,NA,0.706343741000012,0.703717947006226,2
63,-71.6259632083085,49.9586451893449,NA,NA,0.457443620999982,0.301594018936157,2
64,-92.0822498720965,-38.1907015891474,NA,NA,0.504749376999939,0.335103988647461,2
65,-96.0106638408042,-48.0835830324738,NA,NA,0.489166783999991,0.46914529800415,2
66,-51.2839436292792,-22.7960980103643,NA,NA,0.583515853999984,0.435634851455688,2
67,-75.2682530097834,-138.838341668853,NA,NA,0.606375891999988,0.268084049224854,2
68,-71.0465683606695,-40.7311424023567,NA,NA,0.536141248999996,0.469146251678467,2
69,-72.4018713072387,3.06078471752687,NA,NA,0.567538740999993,0.536165952682495,2
70,-76.2273591512418,141.55105770486,NA,NA,0.574123380000003,0.234573364257812,2
71,-52.179695007306,-22.5262848833694,NA,NA,0.509966524000021,0.402124643325806,2
72,-107.116808181187,-68.9682091565468,NA,NA,0.560233093999983,0.502656221389771,2
73,-59.3719265467253,174.313940257022,-72.4761163375439,-28.6075071963462,0.553242162999965,0,2
74,-55.5673083621935,-159.453891263978,NA,NA,0.577428745999896,0,2
75,-95.4681116387712,-92.2271374448766,NA,NA,0.561179979999963,0.368615388870239,2
76,-53.2949249745925,44.1544259705126,NA,NA,0.645607673000058,0.402124643325806,2
77,-69.5259446106187,6.99975701464896,NA,NA,0.601534086999919,0.536167144775391,2
78,-80.5769815443929,0,NA,NA,0.516002564000019,0,2
79,-57.1540757976219,-5.5774728337236,NA,NA,0.547687881999963,0.368614912033081,2
80,-63.6410438452724,-127.499433171638,NA,NA,0.551391481999985,0,2
